ent,Date,pm25,bc,Sodium,Al,Si,S,Cl,K,Ca,Ti,V,Cr,Mn,Fe,Ni,Cu,Zn,As,Se,Br,Ba,Pb
1948,5/2/03,5.4,0.59159444,0.1447,0.0798,0.146,0.6952,0,0.031,0.0389,0.0036,0.0016,3.00E-04,0,0.0493,0.0012,0.0016,0.0078,0.001,0,2.00E-04,0.0039,0.0056
1949,5/3/03,6.2,0.24420382,0.0971,0.0723,0.1387,0.501,0.0013,0.0476,0.0373,0.0047,0.003,0,1.00E-04,0.086,0.0028,0.0043,0.0098,0.0022,0,0,0.0153,0.0051
1950,5/4/03,6.3,0.4277191,0.0819,0.0876,0.1543,0.4695,0.0024,0.0389,0.0363,0.0049,0.0062,8.00E-04,5.00E-04,0.0973,0.0039,0.0022,0.0071,0.0021,0,0,0.0222,0.005
1951,5/5/03,6.8,0.96540694,0.1032,0.1329,0.3097,0.4774,0,0.0391,0.0675,0.0057,0.0039,5.00E-04,0,0.1165,0.0045,0.0065,0.0088,0.0012,0,0,0.0156,0.004
1952,5/6/03,16.5,1.21823785,0.1672,0.0443,0.0636,1.1253,5.00E-04,0.0299,0.0327,0.002,0.0065,4.00E-04,0,0.0889,0.0046,5.00E-04,0.0087,1.00E-04,0,0,0.0251,0.0042
1953,5/7/03,13.8,1.33832292,0.2309,0.0452,0.0693,1.808,0.0026,0.0279,0.0401,0.0045,0.003,0,0.0015,0.0778,0.0043,0.0025,0.0143,0,0,0,0.0066,0.0056
1954,5/8/03,7.5,1.04187326,0.1503,0.0247,0.0377,0.5466,5.00E-04,0.016,0.0323,0.0023,0.0022,7.00E-04,0,0.0641,0.0061,0.0042,0.0175,0,0,8.00E-04,0.0013,0.0088
1955,5/9/03,13.2,1.06306771,0.164,0.0283,0.0485,1.2826,0.0016,0.0259,0.0359,0.0031,0.0051,0.0012,0.002,0.0755,0.0047,0.0066,0.0231,0.0014,0,9.00E-04,0.0108,0.0061
1956,5/10/03,6.6,0.54078403,0.0242,0.0279,0.0496,0.3306,7.00E-04,0.0157,0.0218,0.0014,0.0021,0,0,0.0299,3.00E-04,0.0056,0.006,2.00E-04,0,0,0.0185,0.003
1957,5/11/03,3.5,0.41215556,0.1027,0.033,0.0629,0.3611,4.00E-04,0.0247,0.0248,0.0032,0.0019,2.00E-04,0,0.0787,5.00E-04,0.0052,0.0035,0,0,4.00E-04,0.0213,0.0037
1958,5/12/03,6.8,0.54951562,0.2069,0.0334,0.0316,0.7614,0.0013,0.0127,0.0239,0.0022,0.0023,4.00E-04,0,0.0482,0.0023,0.0024,0.0098,0.0027,0,4.00E-04,0.0025,0.0047
1959,5/13/03,2.5,0.45183854,0.0242,0.0234,0.0198,0.2324,7.00E-04,0.0076,0.011,5.00E-04,4.00E-04,9.00E-04,0,0.0278,7.00E-04,0.0028,0.0033,0,0,3.00E-04,0.0036,0
1960,5/14/03,8.5,0.65650069,0.1653,0.0468,0.0632,0.5183,0.004,0.0234,0.0562,0.0053,0.0085,2.00E-04,0.0019,0.1088,0.0056,0.0094,0.0212,0.0014,0,0,0.0193,0.0075
1961,5/15/03,5.8,1.40192708,0.1908,0.0543,0.0704,0.6059,0.0024,0.0181,0.0525,0.0017,0.0039,4.00E-04,0,0.0591,0.0086,0.0067,0.027,5.00E-04,0,0,0.027,0.0067
1962,5/16/03,6,0.52233542,0.4187,0.0376,0.0569,0.6723,0.07,0.021,0.0485,0.0012,0.0026,4.00E-04,0,0.0431,0.0052,0.003,0.0185,7.00E-04,7.00E-04,0,0.0055,0.0032
1963,5/17/03,11.2,0.47699028,0.2998,0.0658,0.139,1.0929,0.0033,0.0499,0.0702,0.0049,0.0088,0,0.0013,0.0879,0.0097,0.0058,0.021,9.00E-04,0,0,0.004,0.0071
1964,5/18/03,9.4,0.95936069,0.2289,0.0686,0.1144,0.8359,0.0023,0.0448,0.0459,0.0046,0.0038,0,0.0027,0.0982,0.0015,0.0068,0.0168,0.0011,0,0.0014,0.0017,0.0092
1965,5/19/03,11.3,1.01130208,0.0895,0.1153,0.1719,0.9595,0.0027,0.0504,0.0579,0.0066,0.0047,2.00E-04,7.00E-04,0.1204,0.0049,0.0052,0.0114,0,0,5.00E-04,0,0.0092
1966,5/20/03,11,0.64905486,0.1297,0.1154,0.2079,0.8681,0.0046,0.0516,0.0589,0.0076,0.0031,1.00E-04,0,0.1003,0.0018,5.00E-04,0.0094,0.001,0,7.00E-04,0,0.0033
1967,5/21/03,7.7,0.78929861,0.121,0.0495,0.0916,0.5914,0.0031,0.0312,0.0404,0.003,0.0025,0,0,0.068,0.003,0.0064,0.0097,8.00E-04,0,0,0.0051,0.0091
1968,5/22/03,6.1,0.82240625,0.1521,0.0313,0.0665,0.4937,0.0022,0.0245,0.0363,0.0031,0.0029,5.00E-04,0,0.057,0.0046,0.0011,0.0098,0.0016,0,0.0014,0.0033,0.0026
1969,5/23/03,6,0.83605972,0.1349,0.0316,0.0548,0.8142,0.0048,0.0163,0.0279,0.0027,0.0014,8.00E-04,5.00E-04,0.0452,0.0011,0.0044,0.0167,0,0.0036,0.0014,0.0129,0.0043
1970,5/24/03,2.7,0.19275208,0.0539,0.0158,0.0125,0.293,0.001,0.01,0.0101,0.0029,5.00E-04,1.00E-04,0,0.0125,0.0012,2.00E-04,0.0048,0,0,0.0022,0.001,0.0044
1971,5/25/03,4.7,0.19113889,0.1074,0.0137,0.0129,0.4358,1.00E-04,0.0178,0.0122,2.00E-04,0.0113,2.00E-04,0,0.0349,0.0048,0,0.0046,0.0014,0,0,0.0015,0.0033
1972,5/26/03,,0.55441319,,,,,,,,,,,,,,,,,,,,
1973,5/27/03,9.4,0.82490278,0.0999,0.0319,0.0428,1.0472,0.0105,0.0199,0.0206,0.0018,0.0025,5.00E-04,0,0.074,0.0025,0.0072,0.0059,0,0.0016,3.00E-04,0.0083,0.0053
1974,5/28/03,10.6,0.98669444,0.1611,0.0277,0.0372,1.1961,0.0014,0.0171,0.0165,0.0019,0.0019,8.00E-04,0,0.0493,0.0017,5.00E-04,0.007,0,0.0015,0,0.0292,0.0046
1975,5/29/03,17.3,0.75109722,0.2481,0.0595,0.049,2.1839,0.0066,0.0314,0.0238,0.0028,0.0018,4.00E-04,0,0.0708,0.0018,0.0051,0.0148,0,0.0039,6.00E-04,0.0345,0.0053
1976,5/30/03,9.5,1.08103472,0.006,0.0198,0.0633,0.6578,0.0048,0.0296,0.0229,0.0029,0.0026,3.00E-04,0,0.0575,0.001,0.0024,0.0865,0,0,0,0.0081,0.002
1977,5/31/03,15.3,1.01708611,0.1349,0.0367,0.0487,1.7742,0.0029,0.0334,0.0209,0.0023,0.005,0.001,0,0.0521,0.0033,0.0016,0.0073,0.0015,0,0.0022,0.0238,0.0099
1978,6/1/03,5.8,0.50465764,0.0541,0.0208,0.0323,0.5854,0,0.0163,0.014,0.0024,0.0012,6.00E-04,0,0.0218,0.0013,0.0019,1.00E-04,7.00E-04,0,0.0026,0.0055,0.0082
1979,6/2/03,6.5,0.36922222,0.0466,0.0459,0.0641,0.4682,0.0024,0.027,0.0266,0.0032,6.00E-04,6.00E-04,0,0.0501,0,0.0026,0.0053,6.00E-04,0,0,0.0206,0.0036
1980,6/3/03,9.7,0.51095139,0.0343,0.0384,0.0892,0.6627,0.005,0.0375,0.0261,0.0037,0,3.00E-04,0,0.0575,0.0014,0.0015,0.0085,8.00E-04,0,0.005,0,0.0054
1981,6/4/03,10.5,1.03725174,0.0661,0.048,0.0736,0.781,6.00E-04,0.0334,0.0298,0.0048,0.0023,7.00E-04,0,0.0673,0.0045,0.0011,0.008,0,7.00E-04,0.001,0.0128,0.0057
1982,6/5/03,14.5,0.98777604,0.1964,0.0427,0.019,2.5484,0.0014,0.0182,0.0197,0.0034,0.0023,3.00E-04,0,0.0591,0.0018,0.0053,0.0097,0,0,0,0,0.0032
1983,6/6/03,11.3,0.72453819,0.0654,0.0605,0.0791,0.9917,0.0023,0.0477,0.0228,0.0042,0.0019,0,0,0.0611,0.0012,0.0022,0.0075,0.0019,0,0.0017,7.00E-04,0.004
1984,6/7/03,22.5,1.07089583,0.3703,0.0555,0.0347,3.4853,0.0016,0.0349,0.0193,0.0036,0.0065,0.001,0,0.0633,0.0052,0.0085,0.0104,5.00E-04,0,0,0,0.0096
1985,6/8/03,10.5,0.6071375,0.3433,0.0429,0.0185,1.7418,9.00E-04,0.0167,0.0086,0.001,0.0031,4.00E-04,0,0.0364,0.0024,0.0068,0.0043,0,0,0,0.0206,0.0028
1986,6/9/03,7.8,1.03455139,0.124,0.0266,0.0535,0.9515,9.00E-04,0.0225,0.0406,0.0043,0.0024,0,0,0.067,2.00E-04,0,0.0137,0,0,0,0.0126,0.0035
1987,6/10/03,9.3,0.61858229,0.0607,0.0363,0.0874,0.7475,0.0027,0.0466,0.0338,0.0039,0.0036,0,0,0.0822,0.0033,0.0062,0.007,0,0,0.0014,0.0128,0.0028
1988,6/11/03,20.3,0.98408681,0.2868,0.0565,0.0585,2.9546,0.0061,0.0472,0.0317,0.0042,0.0051,6.00E-04,0,0.0663,0.0032,0.0051,0.0117,0,0,0,0.01,0.0051
1989,6/12/03,8,1.31748611,0.0796,0.0289,0.0455,0.8784,0.0015,0.027,0.0298,0.0031,0.0028,6.00E-04,0.0015,0.0702,0.0028,0.0034,0.0088,7.00E-04,0,0,0,0.0066
1990,6/13/03,5.4,1.00987153,0.0911,0.0292,0.0384,0.5866,1.00E-04,0.0124,0.0129,9.00E-04,0.0043,6.00E-04,0,0.035,0.0031,0,0.0088,3.00E-04,0,0,0,0.0027
1991,6/14/03,10,0.54568368,0.0874,0.0247,0.0254,0.9739,0.0015,0.0301,0.0133,0.0011,0.0041,2.00E-04,0,0.0487,0.0038,0.0089,0.004,0,0,0,5.00E-04,0.0025
1992,6/15/03,7.6,0.67587812,0.1256,0.0333,0.0617,0.6232,0.0051,0.0339,0.0355,0.0019,0.0033,1.00E-04,0,0.0438,0.0033,0.0048,0.0059,7.00E-04,0,6.00E-04,3.00E-04,0.0048
1993,6/16/03,4.6,0.61941493,0.1581,0.0424,0.0649,0.4443,0,0.0188,0.0327,0.0025,7.00E-04,4.00E-04,0,0.0425,4.00E-04,0.0013,0.0041,7.00E-04,0,0,0,0.0038
1994,6/17/03,4.5,0.43936632,0.1495,0.0289,0.0442,0.5152,0.002,0.0138,0.0146,0.0015,0.0019,0,0,0.0348,6.00E-04,0.0046,0.0028,7.00E-04,0.002,0,0,0.002
1995,6/18/03,4.9,0.66773611,0.1311,0.0387,0.0576,0.5627,0.0016,0.016,0.0193,8.00E-04,0.002,7.00E-04,0,0.0401,0.0031,0.0049,0.005,0,0,8.00E-04,0.0054,0.006
1996,6/19/03,10.6,0.85316667,0.2188,0.0301,0.0606,1.3926,0.0031,0.0249,0.0306,0.0021,7.00E-04,0.001,0,0.0679,0.001,4.00E-04,0.0043,0.0012,0,0,0.0168,0.0013
1997,6/20/03,8.5,0.97564236,0.0471,0.0563,0.089,0.4506,1.00E-04,0.048,0.0491,0.0057,0.0021,9.00E-04,0.0012,0.1353,0.0025,0.0053,0.0063,0.0012,0,0,0.0118,0.0053
1998,6/21/03,5.9,0.94924306,0.0118,0.0372,0.069,0.4333,0.0012,0.0338,0.0188,0.0018,0.0033,9.00E-04,0,0.0431,0.0027,5.00E-04,0.0087,0.0012,0.0014,0.0011,0.0085,0.0058
1999,6/22/03,6.9,0.29779514,0.0868,0.0294,0.0405,0.6364,0,0.0189,0.0176,5.00E-04,0.0035,6.00E-04,0,0.0337,0.0031,0.0011,0.0054,4.00E-04,0,0,0,0.0039
2000,6/23/03,11.5,1.55577431,0.1871,0.0589,0.0793,0.9282,0.0027,0.0433,0.043,0.0061,0.01,5.00E-04,0.002,0.1541,0.0101,0.0063,0.0159,9.00E-04,0.0014,0,0.006,0.0048
2001,6/24/03,23.6,2.43140104,0.1786,0.066,0.1081,1.7169,0.0046,0.0814,0.0489,0.0052,0.006,8.00E-04,0.0032,0.1263,0.0066,0.0051,0.0182,0,0,0.0036,0.0214,0.0044
2002,6/25/03,31,1.60469618,0.395,0.0776,0.1008,3.9249,0.0056,0.0781,0.0609,0.0055,0.0019,8.00E-04,0.0017,0.1123,0.0017,0.0045,0.0163,0.0015,0,0,0.0265,0.0058
2003,6/26/03,52.7,2.03159896,0.5984,0.093,0.0982,6.664,0.0074,0.0959,0.0676,0.0088,0.0065,0,0.0015,0.12,0.0057,0.0044,0.025,0.0024,0,0.0026,0.0154,0.0108
2004,6/27/03,40.4,2.21130903,0.3657,0.0887,0.0891,5.3243,0.0053,0.0745,0.046,0.0053,0.0038,7.00E-04,0.0013,0.0874,0.0019,0.0019,0.0137,0,0,6.00E-04,0,0.0067
2005,6/28/03,16.1,0.60353125,0.1179,0.036,0.068,0.8925,0.0043,0.0959,0.0209,0.0027,0.0015,2.00E-04,0,0.0554,0.0011,0.0042,0.0101,8.00E-04,0.0014,0,0.0164,0.0068
2006,6/29/03,19.7,0.91476528,0.1633,0.0465,0.0506,1.7197,0.0035,0.0831,0.0201,0.0039,0.0022,6.00E-04,0,0.0544,0.0021,0.0044,0.0085,3.00E-04,0,0.0018,0,0.0117
2007,6/30/03,20.1,1.23068646,0.3281,0.0751,0.0847,3.0753,0.0029,0.0564,0.0358,0.0034,0.0025,7.00E-04,1.00E-04,0.0755,0.0026,0.0051,0.0151,9.00E-04,0,8.00E-04,0,0.0045
2008,7/1/03,9.5,0.79135417,0.0856,0.0418,0.071,0.7584,0.0021,0.0286,0.027,0.0024,0.0011,5.00E-04,7.00E-04,0.0649,0.0012,0.0015,0.0067,0,0,0,0.0114,0.0048
2009,7/2/03,17.8,1.48271007,0.1632,0.0673,0.0844,2.0036,0.003,0.0707,0.0399,0.0061,0.0043,7.00E-04,0,0.0838,0.0023,0.0039,0.013,0,0,0.002,0.0118,0.0076
2010,7/3/03,10.2,0.81699444,0.1944,0.0588,0.0801,1.4197,0.0017,0.0753,0.0193,0.0038,3.00E-04,2.00E-04,0,0.0436,0.0011,0.004,0.007,0.0012,0,0,0.0116,0.0077
2011,7/4/03,34.1,0.61193889,0.4893,0.105,0.0536,4.1749,0.0052,0.6303,0.0329,0.0187,0.0047,9.00E-04,0,0.0708,9.00E-04,0.0194,0.0144,0.0027,0,0.0015,0.032,0.0169
2012,7/5/03,25.3,0.93759583,0.3762,0.1239,0.1006,3.6031,0.0021,0.307,0.0295,0.0107,8.00E-04,2.00E-04,0,0.0695,0.0019,0.0063,0.0074,0.0012,0,7.00E-04,0.0153,0.0096
2013,7/6/03,12.1,0.45371771,0.124,0.0646,0.0863,1.1093,0.0017,0.1009,0.0349,0.0044,0.0012,5.00E-04,0,0.0793,5.00E-04,0.0048,0.0048,0.0011,0,0,0.0202,0.0101
2014,7/7/03,25.5,2.31501389,0.3004,0.1094,0.1303,2.5502,0.0033,0.1454,0.06,0.0088,0.0134,4.00E-04,0,0.1217,0.0058,0.0067,0.0118,0,0,0.0011,0.0244,0.0084
2015,7/8/03,17.3,1.11701528,0.3704,0.0982,0.1068,2.6316,0.0011,0.0454,0.0424,0.0051,8.00E-04,0,0,0.0766,0.0012,1.00E-04,0.0043,6.00E-04,4.00E-04,0,0.0021,0.0042
2016,7/9/03,8.6,0.96606771,0.0894,0.0526,0.1206,0.4591,0.0027,0.0308,0.0448,0.0047,0.0016,0,0.0013,0.1027,0.0021,7.00E-04,0.014,0,0,0.0013,0.01,0.0083
2017,7/10/03,7.2,1.31676042,0.1574,0.0391,0.0582,0.4188,0.0026,0.026,0.0281,0.0017,0.0064,0.0012,0,0.0504,0.0021,0.0035,0.0069,8.00E-04,0,0,0.0149,0.0013
2018,7/11/03,9.9,1.65205035,0.1052,0.0294,0.0482,0.9721,0.003,0.0152,0.026,0.0033,0.0041,0,0,0.0529,0.0085,0.0047,0.0122,7.00E-04,0,1.00E-04,0,0.0015
2019,7/12/03,19.9,0.60084687,0.2773,0.0645,0.0407,2.9377,0.0024,0.1009,0.0193,0.0039,0.002,0,0,0.0437,0.001,0.0031,0.0054,0.0024,7.00E-04,3.00E-04,0.0018,0.0077
2020,7/13/03,8.6,0.47133854,0.1161,0.0284,0.0466,0.9943,0.0018,0.0283,0.0152,0.002,8.00E-04,3.00E-04,0,0.0419,1.00E-04,0.0057,0.0024,0,0,0,0.013,0.0044
2021,7/14/03,16.1,0.91904514,0.1662,0.0668,0.0698,1.7166,0.003,0.0342,0.0298,0.0031,0.0029,0,0.003,0.0831,0.0022,0.0042,0.0125,0,0.0026,0,6.00E-04,0.0013
2022,7/15/03,14.6,1.53377569,0.2005,0.049,0.0606,1.8709,0.0028,0.0272,0.0324,0.006,0.004,0.001,3.00E-04,0.0764,0.0031,0.0084,0.0161,0,0,0,0.0194,0.0041
2023,7/16/03,12.1,0.97480382,0.2217,0.0474,0.0584,1.8031,7.00E-04,0.0231,0.0185,0.0032,0.002,1.00E-04,0,0.0499,0.0013,9.00E-04,0.0066,7.00E-04,0,0.0017,0.0093,0.0067
2024,7/17/03,8.7,0.75165625,0.1157,0.0444,0.0592,0.7084,8.00E-04,0.0233,0.0271,0.0041,0.0018,0,0,0.0714,0.0016,0,0.0113,0,0.0016,7.00E-04,0.011,0.0053
2025,7/18/03,16.7,1.09410069,0.2017,0.0487,0.0634,1.6606,0.0019,0.0339,0.0289,0.0023,0.0016,3.00E-04,0,0.0689,0.001,0.0029,0.0106,0,0,0,0,0.0087
2026,7/19/03,15.9,1.14999132,0.2723,0.0412,0.0478,1.5935,0.0017,0.0409,0.0188,0.0026,0.0013,0,2.00E-04,0.0708,0.0021,5.00E-04,0.0085,0,0,2.00E-04,0.0197,0.0038
2027,7/20/03,10.7,0.4859191,0.0609,0.0442,0.0409,1.1041,8.00E-04,0.0308,0.0194,5.00E-04,0.0025,0,0,0.0357,0.0014,0.0024,0.0062,0,0,0.0012,0.0086,0.0039
2028,7/21/03,19.3,0.94547222,0.4591,0.089,0.0838,2.9669,8.00E-04,0.0354,0.0282,0.0023,0.0029,0.001,4.00E-04,0.054,8.00E-04,0.0023,0.0071,3.00E-04,0,0,0,0.0042
2029,7/22/03,19.6,1.02925056,0.3697,0.0845,0.1111,2.8251,0.0031,0.0378,0.0331,0.0058,0.0035,0.0014,7.00E-04,0.0628,0.0026,0.0024,0.0098,8.00E-04,0,0,0.0187,0.0045
2030,7/23/03,14.1,0.69960451,0.2509,0.0736,0.1323,2.0144,0.0019,0.0362,0.0256,0.0039,0.0036,0,0,0.0615,6.00E-04,7.00E-04,0.007,7.00E-04,0,0,0.0091,0.0023
2031,7/24/03,17,0.88650139,0.4984,0.0712,0.083,2.4276,6.00E-04,0.0385,0.0284,0.0033,0.0017,6.00E-04,0,0.0609,0.002,0,0.0058,7.00E-04,0.0011,0,0,0.0012
2032,7/25/03,12.8,0.67409757,0.1901,0.0472,0.0627,1.2927,0.002,0.0269,0.0194,0.0038,0.0013,8.00E-04,0,0.0527,0,0.002,0.0053,0.0013,0.0033,0.0011,0.008,0.0031
2033,7/26/03,27,0.76127049,0.406,0.062,0.0297,4.1855,9.00E-04,0.0442,0.0179,0.0031,0.0017,1.00E-04,0,0.0431,0.0018,0.004,0.0062,0,0,8.00E-04,0.0206,0.0036
2034,7/27/03,28.8,0.771125,0.44,0.097,0.0591,4.1968,0.0019,0.0418,0.0233,0.0037,0.0014,1.00E-04,0,0.0468,4.00E-04,0.0023,0.0103,0,0,2.00E-04,0.0146,0.0058
2035,7/28/03,5.7,0.45543993,0.0709,0.0196,0.033,0.3049,0,0.0223,0.0198,0.002,9.00E-04,0,0,0.035,6.00E-04,0.0034,0.0079,0.0011,0,0.0024,0.0098,0.0032
2036,7/29/03,9,0.84737326,0.0634,0.0474,0.0729,0.5952,0.0013,0.0275,0.0253,0.0031,0.0017,4.00E-04,3.00E-04,0.0615,0.0015,0.0019,0.0079,0.0012,0,0,0.0089,0.0098
2037,7/30/03,11.7,1.29431771,0.1421,0.047,0.0939,0.9843,0.0013,0.0339,0.0394,0.0034,0.0041,2.00E-04,0,0.0816,0.0031,0.0027,0.0117,0.0015,5.00E-04,0,0.0255,0.0047
2038,7/31/03,8.2,1.12214583,0.1262,0.0439,0.0633,0.4061,0.0024,0.0301,0.0349,0.0031,0.0057,2.00E-04,0.0022,0.0715,0.003,0.0021,0.0135,9.00E-04,0,0.0025,0.0166,0.005
2039,8/1/03,,1.39508507,,,,,,,,,,,,,,,,,,,,
2040,8/2/03,18.6,1.61757118,0.3508,0.0703,0.0883,2.2687,0.0036,0.0275,0.0295,0.0047,0.0062,0.0016,0.0027,0.1042,0.0024,2.00E-04,0.0082,0.0013,0,1.00E-04,0.0267,0.0071
2041,8/3/03,12.5,1.14025833,0.351,0.1988,0.2925,1.6769,0.0032,0.0456,0.0508,0.012,0.0047,4.00E-04,0.0027,0.1389,0.0012,0.0031,0.0107,0,0,2.00E-04,0.0171,8.00E-04
2042,8/4/03,7.2,0.87991632,0.3003,0.1246,0.1973,0.858,3.00E-04,0.0295,0.0461,0.0056,0.0026,4.00E-04,0,0.0765,0.0018,0.0014,0.0052,7.00E-04,0,0,0,8.00E-04
2043,8/5/03,6.7,0.93659653,0.4182,0.1046,0.1498,0.8608,0.0026,0.0287,0.0405,0.0028,0.0032,5.00E-04,0,0.0548,0.0018,0.0041,0.008,0.0011,0,0,0,5.00E-04
2044,8/6/03,11.5,0.75135382,0.4009,0.0595,0.1031,1.645,0.0031,0.0325,0.0364,0.0026,0.0028,2.00E-04,0.0022,0.0614,0.0027,0.0047,0.0054,0,0,0,0,0.0024
2045,8/7/03,11.4,1.62273403,0.1954,0.0645,0.1316,1.3972,0.0027,0.0314,0.0604,0.0057,0.0042,6.00E-04,0.0023,0.0948,0.0054,0.0012,0.0205,2.00E-04,0,0,0.0066,0.0031
2046,8/8/03,15.1,1.69976875,0.199,0.0411,0.0442,2.0676,0.0031,0.0258,0.0238,0.0024,0.0031,9.00E-04,2.00E-04,0.1896,0.0026,0.0067,0.013,0.0025,0,0,0.0125,0.0032
2047,8/9/03,9.6,0.94031319,0.3894,0.0652,0.0668,1.4295,0.0021,0.0331,0.0302,0.0022,0.0035,9.00E-04,0.0033,0.0462,0.001,0.0043,0.0039,0,0,7.00E-04,0.0085,0.0036
2048,8/10/03,5.5,0.14910778,0.3918,0.0425,0.0377,0.7001,8.00E-04,0.0438,0.0183,0.0017,0.0024,2.00E-04,0,0.0193,7.00E-04,0.0075,0.0027,9.00E-04,0,0.001,0.0079,0.0026
2049,8/11/03,7.4,0.53014618,0.2901,0.0403,0.0557,1.1001,0.0014,0.0181,0.0206,0.0017,0.0023,8.00E-04,0,0.035,0.002,5.00E-04,0.0079,0,0,0.0017,0.0153,0.0065
2050,8/12/03,14.1,1.23729653,0.2287,0.0743,0.0907,1.6647,0.0029,0.0235,0.0505,0.0052,0.0085,0,0,0.0839,0.0051,0.0025,0.0211,0.0012,0,1.00E-04,0,0.0019
2051,8/13/03,15.4,1.53990625,0.2496,0.0488,0.0538,2.0809,0.002,0.0278,0.0301,0.0062,0.0037,0,0.0021,0.0912,0.0016,0.0043,0.0116,0,0,0,0.0091,0.0093
2052,8/14/03,13.7,1.04374097,0.1544,0.0866,0.1557,0.5547,0.0023,0.0542,0.0828,0.0098,0.0031,8.00E-04,0.0088,0.13,0.0019,0.0062,0.03,0,0,0,0.0135,0.0112
2053,8/15/03,16.3,1.44418403,0.2063,0.0559,0.1016,1.0713,0.0015,0.0439,0.0335,0.0028,0.0026,3.00E-04,0.001,0.0712,0.0021,0.0042,0.01,7.00E-04,0.0059,0,0.0105,0.0053
2054,8/16/03,22.3,0.80624479,0.3444,0.0779,0.0422,3.2075,0.0026,0.0584,0.0302,0.0035,0.0052,1.00E-04,0,0.0571,0.0019,0.0044,0.0167,0,0,0,0.0064,0.0075
2055,8/17/03,11.4,0.85290069,0.1191,0.0332,0.0561,0.5799,0.0022,0.0486,0.0417,0.0028,0.0049,3.00E-04,0,0.0678,0.0032,0.0033,0.0111,0.0019,0,0,0.0065,0.0041
2056,8/18/03,10.9,1.57648819,0.1065,0.043,0.0467,0.5902,8.00E-04,0.0322,0.0276,0.005,0.001,0.0015,0,0.086,0.0028,0.0024,0.0092,0.0014,0,0,0,0.0034
2057,8/19/03,13.6,0.92135243,0.0761,0.0416,0.0479,0.9862,0.0015,0.044,0.0231,0.0035,0.0023,0,0,0.064,5.00E-04,5.00E-04,0.0134,0,0,2.00E-04,0,0.0051
2058,8/20/03,16,1.12505035,0.0922,0.0619,0.0976,1.3171,0.0031,0.0401,0.0412,0.0051,0.0027,3.00E-04,0,0.0889,0.0028,0.0033,0.0121,0.0013,0,1.00E-04,0,0.005
2059,8/21/03,29,1.23134896,0.4164,0.073,0.0589,3.6805,0.0041,0.0382,0.028,0.003,0.0032,5.00E-04,0,0.0675,0.0028,0.0064,0.0122,0,0.0017,0.0028,0.007,0.0084
2060,8/22/03,33.6,1.35656944,0.3692,0.0665,0.0576,4.6327,0.0039,0.0531,0.0364,0.0043,0.0016,8.00E-04,1.00E-04,0.0621,0.0017,0.0049,0.0155,0,0.0022,0,0.0187,0.0024
2061,8/23/03,4.1,0.43144757,0.103,0.0125,0.0263,0.2754,0.002,0.0213,0.0216,0.0011,0.001,0,0,0.0256,0,0.0036,0.0028,0,0,0,0,0.0014
2062,8/24/03,3.8,0.23290764,0.0677,0.0247,0.0164,0.1647,0.0017,0.0156,0.0184,0.0016,0.001,0,0,0.0242,0,0,0.0023,0.0011,0,0.001,0.0049,0.0048
2063,8/25/03,15.6,1.00890799,0.2298,0.0638,0.0907,1.7396,0.0019,0.0418,0.0439,0.0092,0.0034,7.00E-04,0,0.0984,0.003,0.001,0.0169,9.00E-04,0.0011,0.0026,0.0031,0.0094
2064,8/26/03,17.4,1.20449306,0.1466,0.0484,0.0677,1.7135,0.0017,0.0437,0.0302,0.0036,0.0022,0,0,0.0709,0.0023,0.0039,0.0121,0.0015,0,3.00E-04,0,0.0056
2065,8/27/03,10.3,1.05988889,0.0556,0.0418,0.0759,0.7298,0.0023,0.0338,0.0333,0.0029,0.0011,5.00E-04,0,0.0583,0.0019,0.0048,0.0108,8.00E-04,0,0.0011,0,0.0026
2066,8/28/03,6,0.55541667,0.0879,0.0468,0.0964,0.2891,0.002,0.0266,0.0473,0.008,0.0019,7.00E-04,0.0015,0.125,0.0016,0.0034,0.0298,0,0,0.0022,0.0138,0.0016
2067,8/29/03,17.4,1.17531771,0.285,0.0736,0.0584,2.3299,0.0012,0.0482,0.0274,0.003,0.0023,8.00E-04,0,0.049,0.0014,0.0047,0.0072,0,0.0023,0,0,0.004
2068,8/30/03,9.2,0.63086979,0.0705,0.0294,0.0555,0.8296,5.00E-04,0.0401,0.0149,0.0032,0.0017,3.00E-04,0,0.031,0.0013,0.0038,0.0098,0,0,5.00E-04,0.0029,0.0067
2069,8/31/03,5.1,0.38077292,0.1543,0.0406,0.0338,0.3699,7.00E-04,0.0802,0.0104,0.0041,0.002,4.00E-04,0,0.0317,0.0026,0.0024,0.0053,0,0,0,0.0075,0.0077
2070,9/1/03,8.2,0.60819965,0.09,0.0141,0.0249,0.6056,0.002,0.0234,0.015,0.0014,0.0023,0.0013,0,0.0347,1.00E-04,0.0026,0.008,0.002,0,0,0.0207,0.005
2071,9/2/03,11.3,1.21253819,0.1267,0.0436,0.0486,0.9724,0.0031,0.0275,0.0343,0.0023,0.004,5.00E-04,0,0.0596,6.00E-04,0.002,0.0126,0.0011,0,0,0.0047,0.002
2072,9/3/03,5.9,0.86915799,0.1101,0.0313,0.0534,0.4657,0.0018,0.019,0.0218,0.0013,0.0031,5.00E-04,4.00E-04,0.0582,6.00E-04,0.0025,0.0192,0,0,0,0.0109,0.0045
